video_path,start_seconds,end_seconds,label,team_side,player_number,crop_x1,crop_y1,crop_x2,crop_y2,split,review_status,notes,match_id
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,607.8,608.8,attack,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-011/action-003; review_label=attack. Reviewer note: 后面副攻被晃起来的无效拦网，不知道算不算block,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,1168.8,1169.8,receive,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-015/action-001; review_label=receive.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,1169.8,1170.8,set,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-015/action-002; review_label=set.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,1170.8,1171.8,attack,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-015/action-003; review_label=attack.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,1380.6,1381.6,block,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-016/action-001; review_label=block.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,1717.2,1718.2,receive,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-017/action-001; review_label=receive. Reviewer note: 接球失误，队友救球的垫的第二下和第三下推攻不知道算不算动作,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,1789.6,1790.6,serve,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-018/action-001; review_label=serve.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,1793.6,1794.6,block,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-018/action-002; review_label=block.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,1794.6,1795.6,dig,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-018/action-003; review_label=dig. Reviewer note: 8-9尝试推攻失败，没过网。,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,1817.4,1818.4,receive,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-019/action-001; review_label=receive.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,1819.4,1820.4,set,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-019/action-002; review_label=set.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,1820.4,1821.4,attack,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-019/action-003; review_label=attack.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2181.2,2182.2,receive,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-021/action-001; review_label=receive.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2183.2,2184.2,set,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-021/action-002; review_label=set.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2184.2,2185.2,attack,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-021/action-003; review_label=attack.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2188.2,2189.2,dig,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-021/action-004; review_label=dig.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2190.2,2191.2,set,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-021/action-005; review_label=set.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2191.2,2192.2,attack,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-021/action-006; review_label=attack.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2195.2,2196.2,block,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-021/action-007; review_label=block.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2196.2,2197.2,dig,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-021/action-008; review_label=dig.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2198.2,2199.2,set,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-021/action-009; review_label=set.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2200.2,2201.2,attack,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-021/action-010; review_label=attack.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2274,2275,receive,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-022/action-001; review_label=receive.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2276,2277,set,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-022/action-002; review_label=set.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2277,2278,attack,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-022/action-003; review_label=attack.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2347.2,2348.2,receive,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-023/action-001; review_label=receive.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2348.2,2349.2,set,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-023/action-002; review_label=set.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2349.2,2350.2,attack,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-023/action-003; review_label=attack.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2351.2,2352.2,set,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-023/action-005; review_label=set.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2352.2,2353.2,attack,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-023/action-006; review_label=attack.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2369.6,2370.6,receive,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-024/action-001; review_label=receive.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2373.6,2374.6,block,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-024/action-002; review_label=block.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2374.6,2375.6,dig,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-024/action-003; review_label=dig.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2375.6,2376.6,set,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-024/action-004; review_label=set.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2378.6,2379.6,background,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-024/action-005; review_label=free_ball. Reviewer note: 垫过去的自由球算不算进攻,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2382.6,2383.6,block,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-024/action-006; review_label=block.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2383.6,2384.6,dig,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-024/action-007; review_label=dig.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2385.6,2386.6,set,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-024/action-008; review_label=set.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2386.6,2387.6,attack,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-024/action-009; review_label=attack.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,3929.2,3930.2,receive,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-027/action-001; review_label=receive.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,3961.6,3962.6,dig,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-028/action-001; review_label=dig.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,3962.6,3963.6,set,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-028/action-002; review_label=set.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,3963.6,3964.6,attack,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-028/action-003; review_label=attack.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,4210,4211,serve,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-030/action-001; review_label=serve.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,4374.2,4375.2,serve,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-031/action-001; review_label=serve.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,4443,4444,serve,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-034/action-001; review_label=serve. Reviewer note: 根据裁判手势判断得分了,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,5366,5367,receive,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-037/action-001; review_label=receive.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,5367,5368,set,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-037/action-002; review_label=set.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,6494,6495,receive,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-040/action-001; review_label=receive.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,6495,6496,set,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-040/action-002; review_label=set.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,6497,6498,attack,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-040/action-003; review_label=attack.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,611.8,612.8,block,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-011/supplemental-001; review_label=block. Reviewer note: 后续可直接看见副攻被晃起的无效拦网起跳。,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,1721.2,1722.2,background,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-017/supplemental-001; review_label=free_ball. Reviewer note: 接球失误后的第三次触球为可见的被动回球。,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,1796.6,1797.6,background,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-018/supplemental-001; review_label=free_ball. Reviewer note: 8-9 秒可直接看见尝试推球回网但未过网。,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,1135.2,1136.2,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-014/hard-negative-near-2838; model_top1=attack (0.61301).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,5219.6,5220.6,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-036/hard-negative-near-13049; model_top1=serve (0.58375).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,5218.0,5219.0,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-036/hard-negative-near-13045; model_top1=serve (0.536049).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,721.6,722.6,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-012/hard-negative-near-1804; model_top1=attack (0.531242).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,107.6,108.6,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-004/hard-negative-near-269; model_top1=attack (0.504536).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,723.2,724.2,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-012/hard-negative-near-1808; model_top1=attack (0.487245).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,118.0,119.0,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-004/hard-negative-near-295; model_top1=attack (0.485959).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,127.2,128.2,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-005/hard-negative-near-318; model_top1=attack (0.484752).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,5864.0,5865.0,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-038/hard-negative-near-14660; model_top1=attack (0.464482).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,1134.0,1135.0,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-014/hard-negative-near-2835; model_top1=attack (0.463676).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,134.4,135.4,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-005/hard-negative-near-336; model_top1=attack (0.461553).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,5212.0,5213.0,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-036/hard-negative-near-13030; model_top1=serve (0.45976).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,734.0,735.0,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-012/hard-negative-near-1835; model_top1=attack (0.452159).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2067.6,2068.6,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-020/hard-negative-near-5169; model_top1=attack (0.44327).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2076.4,2077.4,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-020/hard-negative-near-5191; model_top1=attack (0.44269).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,5215.6,5216.6,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-036/hard-negative-near-13039; model_top1=serve (0.434158).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,13.6,14.6,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-001/hard-negative-near-34; model_top1=serve (0.430482).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,136.4,137.4,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-005/hard-negative-near-341; model_top1=attack (0.427789).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,124.0,125.0,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-005/hard-negative-near-310; model_top1=attack (0.426076).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,720.4,721.4,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-012/hard-negative-near-1801; model_top1=attack (0.423263).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,5862.8,5863.8,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-038/hard-negative-near-14657; model_top1=attack (0.422517).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2074.4,2075.4,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-020/hard-negative-near-5186; model_top1=attack (0.41819).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,1136.8,1137.8,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-014/hard-negative-near-2842; model_top1=attack (0.398933).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,4178.4,4179.4,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-029/hard-negative-near-10446; model_top1=set (0.396075).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,110.0,111.0,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-004/hard-negative-near-275; model_top1=set (0.394902).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,5866.8,5867.8,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-038/hard-negative-near-14667; model_top1=attack (0.39104).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,5870.4,5871.4,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-038/hard-negative-near-14676; model_top1=attack (0.390919).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2.4,3.4,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-001/hard-negative-near-6; model_top1=serve (0.39026).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,102.0,103.0,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-004/hard-negative-near-255; model_top1=serve (0.383963).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,125.6,126.6,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-005/hard-negative-near-314; model_top1=attack (0.383957).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,142.4,143.4,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-005/hard-negative-near-356; model_top1=attack (0.37656).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,1142.0,1143.0,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-014/hard-negative-near-2855; model_top1=attack (0.37547).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,140.8,141.8,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-005/hard-negative-near-352; model_top1=set (0.374467).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2079.2,2080.2,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-020/hard-negative-near-5198; model_top1=attack (0.371593).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,133.2,134.2,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-005/hard-negative-near-333; model_top1=attack (0.368751).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,5214.4,5215.4,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-036/hard-negative-near-13036; model_top1=serve (0.367309).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,5210.8,5211.8,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-036/hard-negative-near-13027; model_top1=serve (0.366331).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,128.4,129.4,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-005/hard-negative-near-321; model_top1=attack (0.363706).,rangitoto-taka-national-final
